id,seller_id,discs,price,newfrom,usedfrom,edition,form,release_date
58c47dbd-d952-11eb-923e-d95dfd5674ed,2f01eb39-980e-4a4e-ab4f-119709f76080,38,31,38,3,Special Extended Version,DVD,Sun Nov 08 2020 00:07:45 GMT-0800 (Pacific Standard Time)
58c47dc3-d952-11eb-923e-d95dfd5674ed,c1f60a50-f30e-42f5-8992-3a54c3e8e8fb,21,14,29,25,Limited Edition,Prime Video,Fri Apr 09 2021 12:44:24 GMT-0700 (Pacific Daylight Time)
58c47dc4-d952-11eb-923e-d95dfd5674ed,9cc0ece9-0805-47a2-9317-07b0752e132d,13,30,10,16,,4K,Sat Mar 20 2021 22:10:27 GMT-0700 (Pacific Daylight Time)
58c47dc5-d952-11eb-923e-d95dfd5674ed,4ca47956-5e56-4f60-89bf-6514add99083,32,39,38,18,Limited Edition,DVD,Sun Feb 07 2021 00:13:50 GMT-0800 (Pacific Standard Time)
58c47dc6-d952-11eb-923e-d95dfd5674ed,ef2382d7-b594-446c-87eb-0ba82baccecf,44,31,30,9,Limited Edition,4K,Wed Apr 21 2021 02:32:50 GMT-0700 (Pacific Daylight Time)
58c47dc7-d952-11eb-923e-d95dfd5674ed,ad13c8ad-34b6-4198-b198-72c0c6a80ed3,22,5,27,26,Special Edition,Blu-ray,Mon Oct 19 2020 18:31:29 GMT-0700 (Pacific Daylight Time)
58c47dc8-d952-11eb-923e-d95dfd5674ed,f471e386-0b31-4942-8c10-06a977f9da88,13,20,9,4,Collector's Edition,4K,Fri Nov 27 2020 15:26:21 GMT-0800 (Pacific Standard Time)
58c47dc9-d952-11eb-923e-d95dfd5674ed,c029b326-d15f-44b1-a9b7-7e9214fdce41,23,24,15,24,Limited Collector's Edition,4K,Thu May 27 2021 21:21:19 GMT-0700 (Pacific Daylight Time)
58c47dca-d952-11eb-923e-d95dfd5674ed,465986c7-5fa8-41f8-a29c-6a9abb01f547,31,26,35,15,,Blu-ray,Fri Jul 10 2020 03:32:51 GMT-0700 (Pacific Daylight Time)
58c47dcb-d952-11eb-923e-d95dfd5674ed,c792a4ba-d039-4595-8b3a-4e37aad402f3,7,29,9,30,Limited Collector's Edition,Blu-ray,Mon Oct 05 2020 21:43:08 GMT-0700 (Pacific Daylight Time)
58c47dcc-d952-11eb-923e-d95dfd5674ed,a5196db8-5237-4e7d-995b-8a2c9adbf6a8,17,14,24,16,Special Edition,DVD,Sun Feb 07 2021 08:28:28 GMT-0800 (Pacific Standard Time)
58c47dcd-d952-11eb-923e-d95dfd5674ed,fdfb2b24-eef7-468e-add0-b4e8db944e0d,20,15,28,7,Special Edition,4K,Fri Apr 30 2021 12:57:45 GMT-0700 (Pacific Daylight Time)
58c47dce-d952-11eb-923e-d95dfd5674ed,594f38d0-dc01-4d8d-8d02-26fc94e8f2b3,0,23,26,29,Special Extended Version,Blu-ray,Tue Jul 14 2020 14:53:29 GMT-0700 (Pacific Daylight Time)
58c47dcf-d952-11eb-923e-d95dfd5674ed,b3ed2cf7-9d8b-4223-903e-0c0a65f0f3db,46,16,11,9,Limited Edition,Prime Video,Wed Nov 18 2020 22:07:10 GMT-0800 (Pacific Standard Time)
58c47dd0-d952-11eb-923e-d95dfd5674ed,e059e82e-64eb-4418-8a67-b3f6014e430d,27,12,14,21,Limited Edition,Prime Video,Fri Jan 01 2021 17:08:34 GMT-0800 (Pacific Standard Time)
58c47dd1-d952-11eb-923e-d95dfd5674ed,8febd0e6-d551-470a-b417-62114c07708c,1,17,27,10,Limited Collector's Edition,4K,Sat Jul 18 2020 12:47:55 GMT-0700 (Pacific Daylight Time)
58c47dd2-d952-11eb-923e-d95dfd5674ed,68556858-03f8-4f60-b6bd-eb7502a0d143,31,5,31,18,Limited Collector's Edition,4K,Fri Jan 22 2021 09:24:44 GMT-0800 (Pacific Standard Time)
58c47dd3-d952-11eb-923e-d95dfd5674ed,aab02972-ece1-4ecd-9cb9-5445aa64699e,32,38,7,21,Collector's Edition,Prime Video,Sat Jun 12 2021 10:55:19 GMT-0700 (Pacific Daylight Time)
58c47dd9-d952-11eb-923e-d95dfd5674ed,08f605bd-8ef4-4c4c-bd62-50b11f73fcd7,29,13,37,23,Limited Collector's Edition,4K,Sun May 23 2021 05:00:07 GMT-0700 (Pacific Daylight Time)
58c47dda-d952-11eb-923e-d95dfd5674ed,9cf188ff-6b69-42cc-b615-ab73820b2467,35,26,8,6,Limited Edition,Blu-ray,Fri Oct 09 2020 06:34:36 GMT-0700 (Pacific Daylight Time)
58c47ddb-d952-11eb-923e-d95dfd5674ed,3a08b7c7-2eb6-4677-9bc6-ae5092d7e0aa,40,28,6,7,Special Edition,Blu-ray,Thu May 13 2021 02:39:11 GMT-0700 (Pacific Daylight Time)
58c47ddc-d952-11eb-923e-d95dfd5674ed,a7e51403-4e33-4418-a4df-bbecb49f6f6e,27,33,20,16,Special Edition,4K,Thu Sep 10 2020 06:26:23 GMT-0700 (Pacific Daylight Time)
58c47de2-d952-11eb-923e-d95dfd5674ed,89e4498d-302f-477f-9ecd-493b861590b9,39,7,14,21,Special Edition,Prime Video,Wed Apr 28 2021 02:02:16 GMT-0700 (Pacific Daylight Time)
58c47de3-d952-11eb-923e-d95dfd5674ed,c57a80b0-c990-403d-bccb-d02620490319,17,24,7,23,Limited Collector's Edition,DVD,Tue Aug 25 2020 10:45:09 GMT-0700 (Pacific Daylight Time)
58c47de4-d952-11eb-923e-d95dfd5674ed,54e0dfdd-dccb-460a-ae36-612dce635c6d,47,29,10,19,Limited Edition,Blu-ray,Tue Dec 08 2020 05:21:02 GMT-0800 (Pacific Standard Time)
58c47de5-d952-11eb-923e-d95dfd5674ed,78520cb9-7d36-4f9e-93a9-59ee25d28597,29,5,35,9,Special Edition,4K,Sun Aug 23 2020 01:44:36 GMT-0700 (Pacific Daylight Time)
58c47de6-d952-11eb-923e-d95dfd5674ed,87bcaf17-e428-4e15-b443-ce8c431d34d9,23,24,38,16,Special Extended Version,DVD,Tue Aug 18 2020 04:28:52 GMT-0700 (Pacific Daylight Time)
58c47de7-d952-11eb-923e-d95dfd5674ed,a98a42c9-2946-4943-8ba0-f0b15da2e4e3,46,25,11,28,Special Extended Version,Prime Video,Sun Oct 25 2020 20:02:33 GMT-0700 (Pacific Daylight Time)
58c47ded-d952-11eb-923e-d95dfd5674ed,3f51af98-c9b9-4aa8-8a07-da6d945e680d,14,29,32,5,Limited Edition,Prime Video,Sun Apr 04 2021 19:10:31 GMT-0700 (Pacific Daylight Time)
58c47dee-d952-11eb-923e-d95dfd5674ed,99cb6955-283e-41ea-a173-25745c14ac71,14,8,18,15,Limited Collector's Edition,Blu-ray,Sun Mar 07 2021 03:36:28 GMT-0800 (Pacific Standard Time)
58c47def-d952-11eb-923e-d95dfd5674ed,c1e9a78c-adb9-4ed7-afe5-947fa122dcfa,20,7,21,15,Collector's Edition,Prime Video,Wed Nov 18 2020 04:45:26 GMT-0800 (Pacific Standard Time)
58c47df0-d952-11eb-923e-d95dfd5674ed,912e4027-3110-45a1-9f75-71bce7dcc995,19,8,20,24,Limited Edition,Blu-ray,Fri Dec 11 2020 21:18:40 GMT-0800 (Pacific Standard Time)
58c47df1-d952-11eb-923e-d95dfd5674ed,0d6829b7-e37e-42a8-be47-f34de6e093a7,34,9,6,13,Special Edition,4K,Sun Dec 20 2020 01:40:16 GMT-0800 (Pacific Standard Time)
58c47df2-d952-11eb-923e-d95dfd5674ed,53d9b28c-3537-4b09-8358-05573e769e69,30,37,12,19,Special Extended Version,4K,Fri Dec 18 2020 04:25:52 GMT-0800 (Pacific Standard Time)
58c47df3-d952-11eb-923e-d95dfd5674ed,b5dc0338-ca35-43d3-9526-ee9716518fb8,26,36,38,22,Limited Edition,Prime Video,Thu Nov 05 2020 01:46:42 GMT-0800 (Pacific Standard Time)
58c47df4-d952-11eb-923e-d95dfd5674ed,cdd1ec44-4033-4e5d-8b10-ab8daaaf5bc0,38,29,25,10,Limited Collector's Edition,4K,Fri Nov 06 2020 21:16:12 GMT-0800 (Pacific Standard Time)
58c47df5-d952-11eb-923e-d95dfd5674ed,3630f71d-2617-46ba-a184-da79929524d1,19,25,35,18,Special Extended Version,Prime Video,Wed Jun 02 2021 09:43:59 GMT-0700 (Pacific Daylight Time)
58c4a4c0-d952-11eb-923e-d95dfd5674ed,431ad74f-be45-4d18-a0be-50d10459c15b,40,26,25,19,Limited Edition,Prime Video,Mon Dec 28 2020 06:43:44 GMT-0800 (Pacific Standard Time)
58c4a4c1-d952-11eb-923e-d95dfd5674ed,da6d703b-228b-49bb-a82d-6bc321f38c2b,32,42,36,24,Special Edition,Prime Video,Wed May 12 2021 03:54:42 GMT-0700 (Pacific Daylight Time)
58c4a4c2-d952-11eb-923e-d95dfd5674ed,f8005e77-e1a5-4be1-b51f-85af27670c13,14,26,39,12,Limited Edition,Blu-ray,Fri Jul 10 2020 09:15:08 GMT-0700 (Pacific Daylight Time)
58c4a4c3-d952-11eb-923e-d95dfd5674ed,185e2f28-3f2a-4d2f-a39f-a9c48039c0c1,0,12,35,31,Special Edition,DVD,Fri Sep 11 2020 07:56:58 GMT-0700 (Pacific Daylight Time)
58c4a4c4-d952-11eb-923e-d95dfd5674ed,37f8485b-6260-4a9f-a1e0-674bd91bedf9,48,44,6,11,Limited Edition,Prime Video,Tue Jun 08 2021 16:50:19 GMT-0700 (Pacific Daylight Time)
58c4a4c5-d952-11eb-923e-d95dfd5674ed,07cab006-2320-4dd7-91e8-dbfb454008bc,30,44,17,6,Collector's Edition,Prime Video,Tue Sep 29 2020 21:59:56 GMT-0700 (Pacific Daylight Time)
58c4a4c6-d952-11eb-923e-d95dfd5674ed,bf2f8f8a-b3b0-4ab4-8789-9f677b432e37,41,13,19,28,Limited Edition,4K,Wed Jun 02 2021 14:32:55 GMT-0700 (Pacific Daylight Time)
58c4a4c7-d952-11eb-923e-d95dfd5674ed,189d32b0-3dae-4905-8470-2c3046337228,37,43,28,12,Special Extended Version,DVD,Fri Mar 05 2021 07:35:49 GMT-0800 (Pacific Standard Time)
58c4a4cd-d952-11eb-923e-d95dfd5674ed,b8625f09-6078-4685-a0cc-7de35f7a820f,12,35,13,21,,Blu-ray,Tue Apr 06 2021 07:18:52 GMT-0700 (Pacific Daylight Time)
58c4a4ce-d952-11eb-923e-d95dfd5674ed,e4ad7995-9520-4c3e-847e-cfcbc7b02f93,41,26,18,19,Limited Collector's Edition,Blu-ray,Wed Sep 23 2020 08:21:00 GMT-0700 (Pacific Daylight Time)
58c4a4cf-d952-11eb-923e-d95dfd5674ed,2c90ed7a-20b3-46c6-9da2-58c873d2b972,5,30,8,15,Special Extended Version,Blu-ray,Sat Dec 26 2020 18:48:56 GMT-0800 (Pacific Standard Time)
58c4a4d0-d952-11eb-923e-d95dfd5674ed,de4b6471-5641-4e84-8aec-fd9b7e4d8eac,9,6,21,18,Collector's Edition,Prime Video,Wed Oct 14 2020 23:28:31 GMT-0700 (Pacific Daylight Time)
58c4a4d1-d952-11eb-923e-d95dfd5674ed,fc71bcbc-5db5-46af-b48b-f816f4759c48,32,8,29,8,Limited Collector's Edition,Prime Video,Tue Apr 13 2021 06:38:31 GMT-0700 (Pacific Daylight Time)
58c4a4d2-d952-11eb-923e-d95dfd5674ed,0b784af0-2527-4833-aab9-8d6537a78ba9,48,27,33,19,Limited Collector's Edition,DVD,Sat Oct 17 2020 16:45:44 GMT-0700 (Pacific Daylight Time)
58c4a4d3-d952-11eb-923e-d95dfd5674ed,0688e4d9-806f-4188-b02a-66ba9f0dd791,30,42,34,18,Limited Edition,4K,Sat Jun 12 2021 10:13:33 GMT-0700 (Pacific Daylight Time)
58c4a4d4-d952-11eb-923e-d95dfd5674ed,28b9d868-66fb-4b93-89a6-bef259c82aa8,20,37,27,17,,Prime Video,Wed Jan 27 2021 15:32:03 GMT-0800 (Pacific Standard Time)
58c4a4df-d952-11eb-923e-d95dfd5674ed,2e3f756d-f31d-498b-984a-9d22deca9ccc,34,13,15,32,,Prime Video,Wed Sep 16 2020 15:26:28 GMT-0700 (Pacific Daylight Time)
58c4a4e0-d952-11eb-923e-d95dfd5674ed,0943d223-41ad-4324-9366-d10b2f88f50e,0,15,19,6,,DVD,Sun Oct 04 2020 20:03:10 GMT-0700 (Pacific Daylight Time)
58c4a4e1-d952-11eb-923e-d95dfd5674ed,ea18b599-0874-44e0-97b1-d6c80272c874,25,14,17,26,Special Extended Version,4K,Fri Jul 24 2020 23:19:04 GMT-0700 (Pacific Daylight Time)
58c4a4e2-d952-11eb-923e-d95dfd5674ed,d1efd470-4695-4b15-bd74-4be4877f68e9,33,16,17,28,Special Extended Version,Blu-ray,Thu May 20 2021 20:15:09 GMT-0700 (Pacific Daylight Time)
58c4a4e3-d952-11eb-923e-d95dfd5674ed,65a99032-65e0-4bb5-a956-713e34bea4f2,28,28,15,13,Limited Collector's Edition,DVD,Fri Jul 24 2020 20:18:45 GMT-0700 (Pacific Daylight Time)
58c4a4e4-d952-11eb-923e-d95dfd5674ed,fa49d1b0-2e3d-49bf-a7a0-5e863e04bca1,27,11,19,7,Special Extended Version,4K,Sat Sep 05 2020 12:12:24 GMT-0700 (Pacific Daylight Time)
58c4a4e5-d952-11eb-923e-d95dfd5674ed,578b1baa-c13e-407c-84b2-7393fdc0da9e,23,40,22,11,Limited Collector's Edition,Blu-ray,Thu Dec 10 2020 16:18:02 GMT-0800 (Pacific Standard Time)
58c4a4e6-d952-11eb-923e-d95dfd5674ed,4ccc91a6-c141-4db5-aa8d-ee3479f6c2c8,32,24,29,4,Limited Edition,4K,Thu Mar 18 2021 13:44:00 GMT-0700 (Pacific Daylight Time)
58c4a4e7-d952-11eb-923e-d95dfd5674ed,0e3416f7-d20f-489e-b986-037ca8bcbba8,11,15,15,13,Limited Collector's Edition,Prime Video,Mon Jun 21 2021 01:24:34 GMT-0700 (Pacific Daylight Time)
58c4a4e8-d952-11eb-923e-d95dfd5674ed,66574320-5741-4da7-b073-4eadb199d5fa,39,38,8,10,Special Edition,Blu-ray,Mon Sep 07 2020 00:58:57 GMT-0700 (Pacific Daylight Time)
58c4a4e9-d952-11eb-923e-d95dfd5674ed,8f835069-bc1c-4264-a2a3-3d4e3baceb54,28,25,39,25,Limited Collector's Edition,DVD,Mon Jun 21 2021 11:14:37 GMT-0700 (Pacific Daylight Time)
58c4a4ef-d952-11eb-923e-d95dfd5674ed,d9132c0c-c8e9-4d69-8762-23de23c7e125,39,41,31,11,Limited Edition,DVD,Thu Aug 27 2020 15:07:11 GMT-0700 (Pacific Daylight Time)
58c4a4f0-d952-11eb-923e-d95dfd5674ed,b98cf9c7-978d-4583-a613-dd1ac765938b,41,40,26,29,,DVD,Mon Sep 28 2020 01:31:03 GMT-0700 (Pacific Daylight Time)
58c4a4f1-d952-11eb-923e-d95dfd5674ed,25f6fb23-6a60-41e7-a596-10fc486eaae9,48,38,33,17,Special Extended Version,4K,Fri Apr 16 2021 23:48:53 GMT-0700 (Pacific Daylight Time)
58c4a4f2-d952-11eb-923e-d95dfd5674ed,cbdba315-ca84-4ed5-a58c-3b0269ecfdd1,7,29,37,4,Special Edition,4K,Fri Feb 26 2021 08:10:13 GMT-0800 (Pacific Standard Time)
58c4a4f3-d952-11eb-923e-d95dfd5674ed,15282a05-f41a-41b6-8a05-d9694e4dce46,16,19,23,8,Limited Collector's Edition,Prime Video,Thu Apr 15 2021 02:33:30 GMT-0700 (Pacific Daylight Time)
58c4a4f4-d952-11eb-923e-d95dfd5674ed,70544497-236a-4ee6-9b75-f1efcc2d613f,13,40,31,17,,DVD,Sat Jun 05 2021 09:56:47 GMT-0700 (Pacific Daylight Time)
58c4a4f5-d952-11eb-923e-d95dfd5674ed,f02371a3-5ab1-436b-865e-d9f763298837,41,20,18,30,Special Extended Version,DVD,Sun Jan 03 2021 11:56:42 GMT-0800 (Pacific Standard Time)
58c4a4f6-d952-11eb-923e-d95dfd5674ed,9001bebb-74ba-459f-8406-1ff38e0d8f0f,13,20,14,7,Special Extended Version,Prime Video,Mon Nov 30 2020 13:19:31 GMT-0800 (Pacific Standard Time)
58c4a4f7-d952-11eb-923e-d95dfd5674ed,24cd3425-5791-4350-bf18-018d73014998,15,19,35,26,Limited Edition,Blu-ray,Wed May 19 2021 08:17:45 GMT-0700 (Pacific Daylight Time)
58c4a4f8-d952-11eb-923e-d95dfd5674ed,c5c09c9e-956f-4da1-be2c-3a298a259679,41,32,15,22,Collector's Edition,4K,Thu Jun 03 2021 21:45:29 GMT-0700 (Pacific Daylight Time)
58c4a4f9-d952-11eb-923e-d95dfd5674ed,dbd9a9ba-6ddc-4234-9c99-a6933a065c3f,27,29,8,29,Limited Collector's Edition,4K,Mon Jul 20 2020 01:55:17 GMT-0700 (Pacific Daylight Time)
58c4a4fa-d952-11eb-923e-d95dfd5674ed,91703980-7367-44aa-b4b8-0458997404e8,6,32,29,18,Special Extended Version,4K,Sun Nov 01 2020 17:23:54 GMT-0800 (Pacific Standard Time)
58c4a4fb-d952-11eb-923e-d95dfd5674ed,d2941154-82d1-4b3e-a3f8-a8b866bf8778,30,9,19,6,Special Edition,DVD,Sun Sep 06 2020 12:14:06 GMT-0700 (Pacific Daylight Time)
58c4a501-d952-11eb-923e-d95dfd5674ed,3312a22a-738f-46d8-817a-605a4353d197,38,31,5,16,,Prime Video,Fri Apr 23 2021 02:23:17 GMT-0700 (Pacific Daylight Time)
58c4a502-d952-11eb-923e-d95dfd5674ed,b5458a04-e82a-4d5f-b665-d018f293774a,31,28,9,23,Special Edition,4K,Sat Jul 18 2020 07:42:25 GMT-0700 (Pacific Daylight Time)
58c4a503-d952-11eb-923e-d95dfd5674ed,19c67183-e34e-48c3-bd48-ae341309ec75,23,16,39,32,Collector's Edition,Blu-ray,Tue Mar 09 2021 09:46:57 GMT-0800 (Pacific Standard Time)
58c4a504-d952-11eb-923e-d95dfd5674ed,06b31972-7a88-43ca-a9c8-0f5da4cf77b9,20,39,20,30,Limited Collector's Edition,Blu-ray,Sun Mar 07 2021 05:25:42 GMT-0800 (Pacific Standard Time)
58c4a505-d952-11eb-923e-d95dfd5674ed,cac2d2d5-2642-4cdf-9b96-52e37f8ed997,5,14,13,23,Limited Collector's Edition,4K,Tue Sep 01 2020 14:12:23 GMT-0700 (Pacific Daylight Time)
58c4cbd0-d952-11eb-923e-d95dfd5674ed,7a36feb9-19a9-4d9c-83c7-41f44123be81,12,32,28,10,Special Edition,DVD,Thu Feb 25 2021 19:43:47 GMT-0800 (Pacific Standard Time)
58c4cbd1-d952-11eb-923e-d95dfd5674ed,304617a5-65f7-40d8-99a2-e80c23dd2b78,48,11,37,24,Limited Collector's Edition,Prime Video,Tue Jan 19 2021 01:57:06 GMT-0800 (Pacific Standard Time)
58c4cbd2-d952-11eb-923e-d95dfd5674ed,a088a50d-a3be-4334-8090-3ad93e4f382c,47,30,13,9,Special Edition,Blu-ray,Wed Jul 29 2020 02:09:39 GMT-0700 (Pacific Daylight Time)
58c4cbd3-d952-11eb-923e-d95dfd5674ed,c2a710bd-6e73-4113-9825-54fbd60087ec,23,32,22,23,Special Edition,Prime Video,Wed Aug 19 2020 14:06:11 GMT-0700 (Pacific Daylight Time)
58c4cbd4-d952-11eb-923e-d95dfd5674ed,e8502e5f-fb29-4031-9309-c1acccfc0c21,38,24,9,29,Limited Collector's Edition,DVD,Fri May 28 2021 10:32:29 GMT-0700 (Pacific Daylight Time)
58c4cbd5-d952-11eb-923e-d95dfd5674ed,ca1d2f74-c47c-420d-8de2-17c19ee5228f,42,44,35,23,Special Edition,Blu-ray,Wed Mar 03 2021 19:23:22 GMT-0800 (Pacific Standard Time)
58c4cbd6-d952-11eb-923e-d95dfd5674ed,aad7391e-851e-45ca-873c-7fe0112ca136,25,38,31,24,Limited Edition,4K,Fri Apr 30 2021 06:45:10 GMT-0700 (Pacific Daylight Time)
58c4cbd7-d952-11eb-923e-d95dfd5674ed,031ea87d-f6b7-4e9d-b5af-6f7adc07b2e6,5,18,7,19,Limited Edition,4K,Tue Sep 01 2020 18:21:31 GMT-0700 (Pacific Daylight Time)
58c4cbd8-d952-11eb-923e-d95dfd5674ed,4d961e1e-f118-49c6-857a-7db5c0327891,24,43,36,32,Limited Collector's Edition,DVD,Mon May 17 2021 08:43:20 GMT-0700 (Pacific Daylight Time)
58c4cbd9-d952-11eb-923e-d95dfd5674ed,5f8c08f8-166f-4365-bb62-7de5ca1ac063,28,26,11,19,Collector's Edition,4K,Thu Mar 18 2021 10:31:19 GMT-0700 (Pacific Daylight Time)
58c4cbda-d952-11eb-923e-d95dfd5674ed,76a69d2d-b418-405c-9ee6-4ad5d2f6d4d5,5,31,27,31,Special Extended Version,Blu-ray,Wed Jan 06 2021 20:53:11 GMT-0800 (Pacific Standard Time)
58c4cbdb-d952-11eb-923e-d95dfd5674ed,eb43f2e8-8a05-4e10-a023-6ed48471d1e2,5,42,23,20,Collector's Edition,DVD,Tue Sep 22 2020 10:47:51 GMT-0700 (Pacific Daylight Time)
58c4cbe1-d952-11eb-923e-d95dfd5674ed,92baa3ab-6f2f-4839-9ca0-ea5cf1e60b32,40,5,33,23,Limited Edition,4K,Thu Mar 25 2021 15:15:49 GMT-0700 (Pacific Daylight Time)
58c4cbe2-d952-11eb-923e-d95dfd5674ed,e454bd21-1c13-4157-a2b5-462c4742b0b3,30,24,10,6,Special Edition,4K,Mon Apr 05 2021 07:12:36 GMT-0700 (Pacific Daylight Time)
58c4cbe3-d952-11eb-923e-d95dfd5674ed,1b057536-75d9-4a35-abf5-2ee22eddb4e6,30,5,33,9,Limited Collector's Edition,4K,Thu Sep 24 2020 12:41:26 GMT-0700 (Pacific Daylight Time)
58c4cbe9-d952-11eb-923e-d95dfd5674ed,58448727-f5fe-46ff-8a7a-af4a4a4bf9b7,12,17,25,5,,Prime Video,Tue Sep 08 2020 16:50:16 GMT-0700 (Pacific Daylight Time)
58c4cbea-d952-11eb-923e-d95dfd5674ed,09e75c1e-7304-47e4-a2e3-0af2ae0194ae,48,24,35,32,Collector's Edition,4K,Thu Feb 18 2021 12:20:34 GMT-0800 (Pacific Standard Time)
58c4cbeb-d952-11eb-923e-d95dfd5674ed,7d3568e2-de14-4fce-b3f6-00a93b2dd691,17,36,19,3,Special Extended Version,DVD,Mon Apr 19 2021 09:45:57 GMT-0700 (Pacific Daylight Time)
58c4cbec-d952-11eb-923e-d95dfd5674ed,538bf433-de2f-4e72-9f16-76d3661381ef,3,27,19,9,Special Extended Version,DVD,Sun Jan 10 2021 20:54:04 GMT-0800 (Pacific Standard Time)
58c4cbed-d952-11eb-923e-d95dfd5674ed,608b6fc9-92e2-41db-a1a8-27165c1e7f7a,5,10,32,15,Collector's Edition,Prime Video,Fri Oct 16 2020 08:40:18 GMT-0700 (Pacific Daylight Time)
58c4cbee-d952-11eb-923e-d95dfd5674ed,f6667f13-eab0-4173-8ffd-84f0a13550a4,2,15,36,15,Collector's Edition,DVD,Wed Mar 31 2021 14:56:45 GMT-0700 (Pacific Daylight Time)
58c4cbf4-d952-11eb-923e-d95dfd5674ed,14dc5909-cfbb-478f-94fd-b449b9acbd09,32,22,13,25,,4K,Fri Jan 15 2021 07:59:52 GMT-0800 (Pacific Standard Time)
58c4cbf5-d952-11eb-923e-d95dfd5674ed,d86dde61-692c-4624-9ad1-637a70e6080e,29,18,14,26,Special Edition,Blu-ray,Thu Dec 17 2020 05:35:00 GMT-0800 (Pacific Standard Time)
58c4cbf6-d952-11eb-923e-d95dfd5674ed,8fabee8b-82b4-4248-a926-73df675c8f39,4,27,19,8,Collector's Edition,Blu-ray,Sun May 30 2021 20:08:51 GMT-0700 (Pacific Daylight Time)
58c4cbf7-d952-11eb-923e-d95dfd5674ed,bfa19d9d-865c-4e55-a8ae-8237e13d7b09,31,18,31,14,Limited Collector's Edition,DVD,Sat Apr 10 2021 15:49:42 GMT-0700 (Pacific Daylight Time)
58c4cbf8-d952-11eb-923e-d95dfd5674ed,4af75174-c8d2-4f46-9a42-b53555e1faf0,18,31,20,9,Limited Collector's Edition,4K,Wed Mar 24 2021 06:29:29 GMT-0700 (Pacific Daylight Time)
58c4cbf9-d952-11eb-923e-d95dfd5674ed,d93687eb-83ea-4834-bff3-5558a5ca6922,42,29,14,13,Special Edition,Blu-ray,Sat Jul 04 2020 01:39:54 GMT-0700 (Pacific Daylight Time)
58c4cbfa-d952-11eb-923e-d95dfd5674ed,a6470ac9-9a2c-492e-aeae-621a8beb36a9,19,42,33,19,Special Extended Version,Blu-ray,Mon Sep 21 2020 17:02:20 GMT-0700 (Pacific Daylight Time)
58c4cbfb-d952-11eb-923e-d95dfd5674ed,61da1443-8f46-49ed-ae77-c0116b476a1e,47,23,16,21,,Prime Video,Wed Aug 05 2020 13:41:10 GMT-0700 (Pacific Daylight Time)
58c4cbfc-d952-11eb-923e-d95dfd5674ed,9ccb4dfd-8716-45f7-ae93-da794bb20dfa,13,17,33,6,Collector's Edition,Blu-ray,Wed Jun 09 2021 01:48:52 GMT-0700 (Pacific Daylight Time)
58c4cbfd-d952-11eb-923e-d95dfd5674ed,06a1448f-e68d-44ae-bb13-8e0fbec862f7,6,38,36,25,,DVD,Wed Apr 28 2021 06:50:56 GMT-0700 (Pacific Daylight Time)
58c4cbfe-d952-11eb-923e-d95dfd5674ed,5754d307-f788-46fa-a17e-4bec077be0d7,35,42,12,18,Limited Collector's Edition,4K,Mon Nov 09 2020 21:12:10 GMT-0800 (Pacific Standard Time)
58c4cbff-d952-11eb-923e-d95dfd5674ed,d75219bf-89fd-4227-8364-d9a87d64abd2,24,23,20,32,,Blu-ray,Mon Jan 25 2021 16:13:21 GMT-0800 (Pacific Standard Time)
58c4cc00-d952-11eb-923e-d95dfd5674ed,66a003ad-ac90-4193-a5d2-2e4178720e92,12,42,27,31,Special Extended Version,Prime Video,Sun Jul 19 2020 20:15:27 GMT-0700 (Pacific Daylight Time)
58c4cc06-d952-11eb-923e-d95dfd5674ed,39b40e0f-e4dd-4b4c-84ce-efd8a6ca1ec9,39,23,17,12,Collector's Edition,4K,Sat Mar 13 2021 00:25:33 GMT-0800 (Pacific Standard Time)
58c4f2e0-d952-11eb-923e-d95dfd5674ed,de3d6d94-53a2-4b6f-87e4-76d4fc2dc822,37,21,14,20,Special Extended Version,4K,Sun Jul 05 2020 02:43:39 GMT-0700 (Pacific Daylight Time)
58c4f2e1-d952-11eb-923e-d95dfd5674ed,a9ccc0c4-c663-442c-93a8-6a266d5cd5de,13,6,28,7,,Blu-ray,Tue Jun 22 2021 17:24:38 GMT-0700 (Pacific Daylight Time)
58c4f2e2-d952-11eb-923e-d95dfd5674ed,bb02ed1a-751c-4652-8a5d-31e4d8f90a99,20,33,39,10,,Prime Video,Sat Jul 18 2020 23:29:30 GMT-0700 (Pacific Daylight Time)
58c4f2e3-d952-11eb-923e-d95dfd5674ed,2e743e63-0da4-4413-a894-d59bbeab1bb0,37,13,22,11,Limited Collector's Edition,Prime Video,Mon Oct 12 2020 12:21:46 GMT-0700 (Pacific Daylight Time)
58c4f2e4-d952-11eb-923e-d95dfd5674ed,c0524129-6c48-4fb0-b023-75b4936965d3,30,10,37,31,Special Extended Version,DVD,Sun Nov 15 2020 20:20:01 GMT-0800 (Pacific Standard Time)
58c4f2e5-d952-11eb-923e-d95dfd5674ed,994c6a8b-ef55-4f47-97a9-a60266569fa6,15,31,23,28,Special Edition,Blu-ray,Wed Oct 21 2020 03:44:37 GMT-0700 (Pacific Daylight Time)
58c4f2e6-d952-11eb-923e-d95dfd5674ed,22fda847-124b-4f54-8bd3-55e257e5d0a7,32,12,6,19,Collector's Edition,Blu-ray,Thu Feb 11 2021 16:26:55 GMT-0800 (Pacific Standard Time)
